bag,absolute_time,relative_sec,source_node,source_topic,event_category,severity,goal_x,goal_y,action_status,path_pose_count,path_length_m,message,active_goal_number
23july2.bag,2026-07-23T21:22:29.185+05:30,122.455,/plan,/plan,path_update,RECORDED,8.511002749317022,14.938942109669146,,22,0.5524,Recorded path update on /plan,3
23july2.bag,2026-07-23T21:22:29.213+05:30,122.483,controller_server,/rosout,planning,INFO,,,,,,Passing new path to controller.,3
23july2.bag,2026-07-23T21:22:30.215+05:30,123.485,/plan,/plan,path_update,RECORDED,8.511002749317022,14.938942109669146,,22,0.5524,Recorded path update on /plan,3
23july2.bag,2026-07-23T21:22:30.263+05:30,123.533,controller_server,/rosout,planning,INFO,,,,,,Passing new path to controller.,3
23july2.bag,2026-07-23T21:22:31.245+05:30,124.515,/plan,/plan,path_update,RECORDED,8.511002749317022,14.938942109669146,,22,0.5524,Recorded path update on /plan,3
23july2.bag,2026-07-23T21:22:31.263+05:30,124.533,controller_server,/rosout,planning,INFO,,,,,,Passing new path to controller.,3
23july2.bag,2026-07-23T21:22:32.275+05:30,125.545,/plan,/plan,path_update,RECORDED,8.511002749317022,14.938942109669146,,22,0.5524,Recorded path update on /plan,3
23july2.bag,2026-07-23T21:22:32.313+05:30,125.583,controller_server,/rosout,planning,INFO,,,,,,Passing new path to controller.,3
23july2.bag,2026-07-23T21:22:33.304+05:30,126.575,/plan,/plan,path_update,RECORDED,8.511002749317022,14.938942109669146,,22,0.5524,Recorded path update on /plan,3
23july2.bag,2026-07-23T21:22:33.363+05:30,126.633,controller_server,/rosout,planning,INFO,,,,,,Passing new path to controller.,3
23july2.bag,2026-07-23T21:22:34.327+05:30,127.597,/plan,/plan,path_update,RECORDED,8.511002749317022,14.938942109669146,,22,0.5413,Recorded path update on /plan,3
23july2.bag,2026-07-23T21:22:34.363+05:30,127.633,controller_server,/rosout,planning,INFO,,,,,,Passing new path to controller.,3
23july2.bag,2026-07-23T21:22:35.354+05:30,128.625,/plan,/plan,path_update,RECORDED,8.511002749317022,14.938942109669146,,22,0.5524,Recorded path update on /plan,3
23july2.bag,2026-07-23T21:22:35.413+05:30,128.683,controller_server,/rosout,planning,INFO,,,,,,Passing new path to controller.,3
23july2.bag,2026-07-23T21:22:36.113+05:30,129.383,controller_server,/rosout,progress_checker,ERROR,,,,,,Failed to make progress,3
23july2.bag,2026-07-23T21:22:36.113+05:30,129.384,controller_server,/rosout,aborted,WARN,,,,,,[follow_path] [ActionServer] Aborting handle.,3
23july2.bag,2026-07-23T21:22:36.133+05:30,129.403,local_costmap.local_costmap,/rosout,costmap_clear,INFO,,,,,,Received request to clear entirely the local_costmap,3
23july2.bag,2026-07-23T21:22:36.134+05:30,129.404,controller_server,/rosout,goal_started,INFO,,,,,,"Received a goal, begin computing control effort.",3
23july2.bag,2026-07-23T21:22:36.385+05:30,129.655,/plan,/plan,path_update,RECORDED,8.511002749317022,14.938942109669146,,22,0.5524,Recorded path update on /plan,3
23july2.bag,2026-07-23T21:22:36.434+05:30,129.704,controller_server,/rosout,planning,INFO,,,,,,Passing new path to controller.,3
23july2.bag,2026-07-23T21:22:37.414+05:30,130.685,/plan,/plan,path_update,RECORDED,8.511002749317022,14.938942109669146,,22,0.5524,Recorded path update on /plan,3
23july2.bag,2026-07-23T21:22:37.434+05:30,130.704,controller_server,/rosout,planning,INFO,,,,,,Passing new path to controller.,3
23july2.bag,2026-07-23T21:22:38.445+05:30,131.715,/plan,/plan,path_update,RECORDED,8.511002749317022,14.938942109669146,,22,0.5524,Recorded path update on /plan,3
23july2.bag,2026-07-23T21:22:38.484+05:30,131.754,controller_server,/rosout,planning,INFO,,,,,,Passing new path to controller.,3
23july2.bag,2026-07-23T21:22:39.287+05:30,132.557,controller_server,/rosout,tf,ERROR,,,,,,"Exception in transformPose: Lookup would require extrapolation into the future.  Requested time 1784821958.966787 but the latest data is at time 1784821958.914871, when looking up transform from frame [odom] to frame [map]",3
23july2.bag,2026-07-23T21:22:39.287+05:30,132.557,controller_server,/rosout,tf,WARN,,,,,,Unable to transform robot pose into global plan's frame,3
23july2.bag,2026-07-23T21:22:39.287+05:30,132.557,controller_server,/rosout,controller_patience,ERROR,,,,,,Controller patience exceeded,3
23july2.bag,2026-07-23T21:22:39.287+05:30,132.557,controller_server,/rosout,aborted,WARN,,,,,,[follow_path] [ActionServer] Aborting handle.,3
23july2.bag,2026-07-23T21:22:39.303+05:30,132.573,bt_navigator,/behavior_tree_log,recovery,RECORDED,,,,,,Behavior-tree recovery entered RUNNING: Spin (IDLE -> RUNNING),3
23july2.bag,2026-07-23T21:22:39.303+05:30,132.573,behavior_server,/rosout,recovery,INFO,,,,,,Running spin,3
23july2.bag,2026-07-23T21:22:39.303+05:30,132.573,behavior_server,/rosout,recovery,INFO,,,,,,Turning 1.57 for spin behavior.,3
23july2.bag,2026-07-23T21:22:42.765+05:30,136.035,bt_navigator,/rosout,nav2_state,WARN,,,,,,[navigate_to_pose] [ActionServer] Requested to deactivate server but goal is still executing. Should check if action server is running before deactivating.,3
23july2.bag,2026-07-23T21:22:42.793+05:30,136.063,bt_navigator_navigate_to_pose_rclcpp_node,/rosout,recovery,ERROR,,,,,,Failed to get result for spin in node halt!,3
23july2.bag,2026-07-23T21:22:42.793+05:30,136.064,bt_navigator,/rosout,aborted,WARN,,,,,,[navigate_to_pose] [ActionServer] Aborting handle.,3
23july2.bag,2026-07-23T21:22:42.794+05:30,136.064,bt_navigator,/rosout,cancellation,INFO,,,,,,Goal canceled,3
23july2.bag,2026-07-23T21:22:42.804+05:30,136.074,behavior_server,/rosout,cancellation,INFO,,,,,,Canceling spin,
23july2.bag,2026-07-23T21:22:42.804+05:30,136.074,behavior_server,/rosout,cancellation,INFO,,,,,,[spin] [ActionServer] Client requested to cancel the goal. Cancelling.,
23july2.bag,2026-07-23T21:22:42.892+05:30,136.162,target_explorer_node,/rosout,nav2_state,WARN,-3.24,7.59,,,,"Rejected frontier (-3.24, 7.59): endpoint clearance 0.04 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.894+05:30,136.164,target_explorer_node,/rosout,nav2_state,WARN,1.81,3.19,,,,"Rejected frontier (1.81, 3.19): endpoint clearance 0.03 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.896+05:30,136.166,target_explorer_node,/rosout,nav2_state,WARN,0.91,2.94,,,,"Rejected frontier (0.91, 2.94): endpoint clearance 0.04 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.898+05:30,136.168,target_explorer_node,/rosout,nav2_state,WARN,0.31,8.79,,,,"Rejected frontier (0.31, 8.79): endpoint clearance 0.04 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.899+05:30,136.169,target_explorer_node,/rosout,nav2_state,WARN,0.51,7.34,,,,"Rejected frontier (0.51, 7.34): endpoint clearance 0.04 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.900+05:30,136.17,target_explorer_node,/rosout,nav2_state,WARN,0.46,7.49,,,,"Rejected frontier (0.46, 7.49): endpoint clearance 0.08 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.901+05:30,136.171,target_explorer_node,/rosout,nav2_state,WARN,0.26,8.74,,,,"Rejected frontier (0.26, 8.74): endpoint clearance 0.08 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.902+05:30,136.172,target_explorer_node,/rosout,nav2_state,WARN,0.61,9.14,,,,"Rejected frontier (0.61, 9.14): endpoint clearance 0.08 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.904+05:30,136.174,target_explorer_node,/rosout,nav2_state,WARN,0.46,8.89,,,,"Rejected frontier (0.46, 8.89): endpoint clearance 0.08 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.905+05:30,136.175,target_explorer_node,/rosout,nav2_state,WARN,2.01,8.14,,,,"Rejected frontier (2.01, 8.14): endpoint clearance 0.08 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.906+05:30,136.176,target_explorer_node,/rosout,nav2_state,WARN,2.36,8.94,,,,"Rejected frontier (2.36, 8.94): endpoint clearance 0.03 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.907+05:30,136.177,target_explorer_node,/rosout,nav2_state,WARN,2.06,8.29,,,,"Rejected frontier (2.06, 8.29): endpoint clearance 0.04 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.908+05:30,136.178,target_explorer_node,/rosout,nav2_state,WARN,2.31,8.79,,,,"Rejected frontier (2.31, 8.79): endpoint clearance 0.04 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.909+05:30,136.179,target_explorer_node,/rosout,nav2_state,WARN,2.31,8.49,,,,"Rejected frontier (2.31, 8.49): endpoint clearance 0.04 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.910+05:30,136.18,target_explorer_node,/rosout,nav2_state,WARN,2.41,8.49,,,,"Rejected frontier (2.41, 8.49): endpoint clearance 0.04 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.911+05:30,136.181,target_explorer_node,/rosout,nav2_state,WARN,2.51,8.59,,,,"Rejected frontier (2.51, 8.59): endpoint clearance 0.08 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.912+05:30,136.182,target_explorer_node,/rosout,nav2_state,WARN,2.41,8.69,,,,"Rejected frontier (2.41, 8.69): endpoint clearance 0.08 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.913+05:30,136.183,target_explorer_node,/rosout,nav2_state,WARN,2.56,8.69,,,,"Rejected frontier (2.56, 8.69): endpoint clearance 0.03 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.914+05:30,136.184,target_explorer_node,/rosout,nav2_state,WARN,2.96,8.84,,,,"Rejected frontier (2.96, 8.84): endpoint clearance 0.03 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.915+05:30,136.185,target_explorer_node,/rosout,nav2_state,WARN,9.61,10.64,,,,"Rejected frontier (9.61, 10.64): endpoint clearance 0.03 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.916+05:30,136.186,target_explorer_node,/rosout,nav2_state,WARN,9.16,9.14,,,,"Rejected frontier (9.16, 9.14): endpoint clearance 0.03 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.918+05:30,136.188,target_explorer_node,/rosout,nav2_state,WARN,9.91,12.59,,,,"Rejected frontier (9.91, 12.59): endpoint clearance 0.04 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.919+05:30,136.189,target_explorer_node,/rosout,nav2_state,WARN,9.81,12.19,,,,"Rejected frontier (9.81, 12.19): endpoint clearance 0.08 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.920+05:30,136.19,target_explorer_node,/rosout,nav2_state,WARN,9.76,12.29,,,,"Rejected frontier (9.76, 12.29): endpoint clearance 0.03 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.921+05:30,136.191,target_explorer_node,/rosout,nav2_state,WARN,9.81,12.39,,,,"Rejected frontier (9.81, 12.39): endpoint clearance 0.08 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.922+05:30,136.192,target_explorer_node,/rosout,nav2_state,WARN,9.71,13.14,,,,"Rejected frontier (9.71, 13.14): endpoint clearance 0.03 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.923+05:30,136.193,target_explorer_node,/rosout,nav2_state,WARN,9.76,12.64,,,,"Rejected frontier (9.76, 12.64): endpoint clearance 0.04 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.924+05:30,136.194,target_explorer_node,/rosout,nav2_state,WARN,9.81,12.69,,,,"Rejected frontier (9.81, 12.69): endpoint clearance 0.08 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.926+05:30,136.196,target_explorer_node,/rosout,nav2_state,WARN,9.56,13.14,,,,"Rejected frontier (9.56, 13.14): endpoint clearance 0.04 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.927+05:30,136.197,target_explorer_node,/rosout,nav2_state,WARN,9.46,13.24,,,,"Rejected frontier (9.46, 13.24): endpoint clearance 0.03 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.927+05:30,136.198,target_explorer_node,/rosout,nav2_state,WARN,9.51,13.29,,,,"Rejected frontier (9.51, 13.29): endpoint clearance 0.08 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.928+05:30,136.199,target_explorer_node,/rosout,nav2_state,WARN,9.56,13.44,,,,"Rejected frontier (9.56, 13.44): endpoint clearance 0.08 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.929+05:30,136.199,target_explorer_node,/rosout,nav2_state,WARN,9.61,13.49,,,,"Rejected frontier (9.61, 13.49): endpoint clearance 0.08 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.930+05:30,136.2,target_explorer_node,/rosout,nav2_state,WARN,9.51,13.64,,,,"Rejected frontier (9.51, 13.64): endpoint clearance 0.03 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.932+05:30,136.202,target_explorer_node,/rosout,nav2_state,WARN,9.36,14.64,,,,"Rejected frontier (9.36, 14.64): endpoint clearance 0.03 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.933+05:30,136.203,target_explorer_node,/rosout,nav2_state,WARN,9.61,14.84,,,,"Rejected frontier (9.61, 14.84): endpoint clearance 0.03 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.934+05:30,136.204,target_explorer_node,/rosout,nav2_state,WARN,9.56,14.89,,,,"Rejected frontier (9.56, 14.89): endpoint clearance 0.03 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.935+05:30,136.205,target_explorer_node,/rosout,nav2_state,WARN,9.86,15.24,,,,"Rejected frontier (9.86, 15.24): endpoint clearance 0.04 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.936+05:30,136.206,target_explorer_node,/rosout,nav2_state,WARN,10.11,15.34,,,,"Rejected frontier (10.11, 15.34): endpoint clearance 0.03 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.938+05:30,136.208,target_explorer_node,/rosout,nav2_state,WARN,9.71,15.59,,,,"Rejected frontier (9.71, 15.59): endpoint clearance 0.04 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.939+05:30,136.21,target_explorer_node,/rosout,nav2_state,WARN,9.66,15.69,,,,"Rejected frontier (9.66, 15.69): endpoint clearance 0.03 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.940+05:30,136.21,target_explorer_node,/rosout,nav2_state,WARN,8.36,16.34,,,,"Rejected frontier (8.36, 16.34): endpoint clearance 0.03 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.941+05:30,136.211,target_explorer_node,/rosout,nav2_state,WARN,8.46,16.99,,,,"Rejected frontier (8.46, 16.99): endpoint clearance 0.04 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.942+05:30,136.212,target_explorer_node,/rosout,nav2_state,WARN,8.41,17.09,,,,"Rejected frontier (8.41, 17.09): endpoint clearance 0.03 m is below required 0.10 m.",
23july2.bag,2026-07-23T21:22:42.943+05:30,136.213,target_explorer_node,/rosout,nav2_state,WARN,8.41,17.19,,,,"Rejected frontier (8.41, 17.19): endpoint clearance 0.04 m is below required 0.10 m.",
23july3.bag,2026-07-23T21:24:49.914+05:30,2.887,target_explorer_node,/rosout,tf,WARN,,,,,,"Cannot look up robot pose map -> base_footprint: Lookup would require extrapolation at time 1784822089.582011, but only time 1784822089.668450 is in the buffer, when looking up transform from frame [base_footprint] to frame [map].",
23july3.bag,2026-07-23T21:24:50.270+05:30,3.243,target_explorer_node,/rosout,obstacle_or_costmap,INFO,,,,,,Received /global_costmap/costmap: 400x357 cells at 0.050 m/cell,
23july3.bag,2026-07-23T21:24:51.013+05:30,3.986,planner_server,/rosout,planning,WARN,,,,,,No planners specified in action call. Server will use only plugin GridBased  in server. This warning will appear once.,
23july3.bag,2026-07-23T21:24:51.014+05:30,3.987,/plan,/plan,path_update,RECORDED,-0.020384783089761882,0.870227845678216,,31,0.8354,Recorded path update on /plan,
23july3.bag,2026-07-23T21:24:51.017+05:30,3.99,target_explorer_node,/rosout,planning,INFO,0.03,0.92,,,,"Sending NavigateToPose goal (0.03, 0.92): progress=0.86 m alignment=1.000 path=0.84 m score=1.779.",1
23july3.bag,2026-07-23T21:24:51.018+05:30,3.991,target_explorer_node,/rosout,nav2_state,INFO,0.03,0.92,,,,"Nav2 accepted goal (0.03, 0.92).",1
23july3.bag,2026-07-23T21:24:51.019+05:30,3.992,/plan,/plan,path_update,RECORDED,-0.020384783089761882,0.870227845678216,,31,0.8354,Recorded path update on /plan,1
23july3.bag,2026-07-23T21:24:51.038+05:30,4.011,controller_server,/rosout,goal_started,INFO,,,,,,"Received a goal, begin computing control effort.",1
23july3.bag,2026-07-23T21:24:51.038+05:30,4.011,controller_server,/rosout,nav2_state,WARN,,,,,,No goal checker was specified in parameter 'current_goal_checker'. Server will use only plugin loaded general_goal_checker . This warning will appear once.,1
23july3.bag,2026-07-23T21:24:52.050+05:30,5.023,/plan,/plan,path_update,RECORDED,-0.020384783089761882,0.870227845678216,,31,0.8354,Recorded path update on /plan,1
23july3.bag,2026-07-23T21:24:52.088+05:30,5.061,controller_server,/rosout,planning,INFO,,,,,,Passing new path to controller.,1
23july3.bag,2026-07-23T21:24:53.079+05:30,6.052,/plan,/plan,path_update,RECORDED,-0.020384783089761882,0.870227845678216,,31,0.8582,Recorded path update on /plan,1
23july3.bag,2026-07-23T21:24:53.138+05:30,6.111,controller_server,/rosout,planning,INFO,,,,,,Passing new path to controller.,1
23july3.bag,2026-07-23T21:24:54.109+05:30,7.082,/plan,/plan,path_update,RECORDED,-0.020384783089761882,0.870227845678216,,21,0.5854,Recorded path update on /plan,1
23july3.bag,2026-07-23T21:24:54.139+05:30,7.112,controller_server,/rosout,planning,INFO,,,,,,Passing new path to controller.,1
23july3.bag,2026-07-23T21:24:54.181+05:30,7.154,global_costmap.global_costmap,/rosout,costmap_resize,INFO,,,,,,StaticLayer: Resizing costmap to 403 X 357 at 0.050000 m/pix,1
23july3.bag,2026-07-23T21:24:54.538+05:30,7.512,controller_server,/rosout,nav2_state,INFO,,,,,,Reached the goal!,1
23july3.bag,2026-07-23T21:24:54.578+05:30,7.551,bt_navigator,/rosout,goal_succeeded,INFO,,,,,,Goal succeeded,1
23july3.bag,2026-07-23T21:24:54.579+05:30,7.552,target_explorer_node,/rosout,goal_succeeded,INFO,0.03,0.92,,,,"NavigateToPose succeeded for (0.03, 0.92).",
23july3.bag,2026-07-23T21:24:54.613+05:30,7.586,global_costmap.global_costmap,/rosout,costmap_resize,INFO,,,,,,StaticLayer: Resizing costmap to 412 X 416 at 0.050000 m/pix,
23july3.bag,2026-07-23T21:24:54.620+05:30,7.593,/plan,/plan,path_update,RECORDED,0.029615217655296178,4.770227903792745,,132,4.1268,Recorded path update on /plan,
23july3.bag,2026-07-23T21:24:54.628+05:30,7.602,/plan,/plan,path_update,RECORDED,0.02961521020471558,4.1202278866564095,,119,3.4768,Recorded path update on /plan,
23july3.bag,2026-07-23T21:24:54.636+05:30,7.609,target_explorer_node,/rosout,planning,INFO,0.08,4.77,,,,"Sending NavigateToPose goal (0.08, 4.77): progress=4.10 m alignment=1.000 path=4.13 m score=4.684.",2
23july3.bag,2026-07-23T21:24:54.637+05:30,7.611,target_explorer_node,/rosout,nav2_state,INFO,0.08,4.77,,,,"Nav2 accepted goal (0.08, 4.77).",2
23july3.bag,2026-07-23T21:24:54.638+05:30,7.611,/plan,/plan,path_update,RECORDED,0.029615217655296178,4.770227903792745,,132,4.1268,Recorded path update on /plan,2
23july3.bag,2026-07-23T21:24:54.657+05:30,7.63,controller_server,/rosout,goal_started,INFO,,,,,,"Received a goal, begin computing control effort.",2
23july3.bag,2026-07-23T21:24:55.409+05:30,8.382,controller_server,/rosout,controller,WARN,,,,,,Control loop missed its desired rate of 20.0000Hz,2
23july3.bag,2026-07-23T21:24:55.482+05:30,8.455,global_costmap.global_costmap,/rosout,costmap_resize,INFO,,,,,,StaticLayer: Resizing costmap to 475 X 580 at 0.050000 m/pix,2
23july3.bag,2026-07-23T21:24:55.670+05:30,8.643,/plan,/plan,path_update,RECORDED,0.07961521094977364,4.770227896342164,,136,3.3882,Recorded path update on /plan,2
23july3.bag,2026-07-23T21:24:55.707+05:30,8.68,controller_server,/rosout,planning,INFO,,,,,,Passing new path to controller.,2
23july3.bag,2026-07-23T21:24:56.698+05:30,9.671,/plan,/plan,path_update,RECORDED,0.07961521094977364,4.770227896342164,,108,2.6886,Recorded path update on /plan,2
23july3.bag,2026-07-23T21:24:56.757+05:30,9.73,controller_server,/rosout,planning,INFO,,,,,,Passing new path to controller.,2
23july3.bag,2026-07-23T21:24:57.657+05:30,10.63,global_costmap.global_costmap,/rosout,costmap_resize,INFO,,,,,,StaticLayer: Resizing costmap to 478 X 580 at 0.050000 m/pix,2
23july3.bag,2026-07-23T21:24:57.728+05:30,10.701,/plan,/plan,path_update,RECORDED,0.07961521094977364,4.770227896342164,,80,1.9924,Recorded path update on /plan,2
23july3.bag,2026-07-23T21:24:57.757+05:30,10.731,controller_server,/rosout,planning,INFO,,,,,,Passing new path to controller.,2
23july3.bag,2026-07-23T21:24:58.759+05:30,11.733,/plan,/plan,path_update,RECORDED,0.07961521094977364,4.770227896342164,,52,1.2932,Recorded path update on /plan,2
23july3.bag,2026-07-23T21:24:58.807+05:30,11.78,controller_server,/rosout,planning,INFO,,,,,,Passing new path to controller.,2
23july3.bag,2026-07-23T21:24:59.619+05:30,12.592,controller_server,/rosout,controller,WARN,,,,,,Control loop missed its desired rate of 20.0000Hz,2
23july3.bag,2026-07-23T21:24:59.789+05:30,12.762,/plan,/plan,path_update,RECORDED,0.07961521094977364,4.770227896342164,,24,0.5964,Recorded path update on /plan,2
23july3.bag,2026-07-23T21:24:59.807+05:30,12.78,controller_server,/rosout,planning,INFO,,,,,,Passing new path to controller.,2
23july3.bag,2026-07-23T21:25:00.308+05:30,13.281,controller_server,/rosout,nav2_state,INFO,,,,,,Reached the goal!,2
23july3.bag,2026-07-23T21:25:00.347+05:30,13.32,bt_navigator,/rosout,goal_succeeded,INFO,,,,,,Goal succeeded,2
23july3.bag,2026-07-23T21:25:00.348+05:30,13.321,target_explorer_node,/rosout,goal_succeeded,INFO,0.08,4.77,,,,"NavigateToPose succeeded for (0.08, 4.77).",
23july3.bag,2026-07-23T21:25:00.439+05:30,13.412,target_explorer_node,/rosout,nav2_state,WARN,3.82,11.72,,,,"Rejected frontier (3.82, 11.72): endpoint clearance 0.03 m is below required 0.10 m.",
23july3.bag,2026-07-23T21:25:00.440+05:30,13.413,target_explorer_node,/rosout,nav2_state,WARN,3.87,11.77,,,,"Rejected frontier (3.87, 11.77): endpoint clearance 0.08 m is below required 0.10 m.",
23july3.bag,2026-07-23T21:25:00.440+05:30,13.414,target_explorer_node,/rosout,nav2_state,WARN,4.12,11.22,,,,"Rejected frontier (4.12, 11.22): endpoint clearance 0.04 m is below required 0.10 m.",
23july3.bag,2026-07-23T21:25:00.441+05:30,13.414,target_explorer_node,/rosout,nav2_state,WARN,4.12,12.17,,,,"Rejected frontier (4.12, 12.17): endpoint clearance 0.03 m is below required 0.10 m.",
23july3.bag,2026-07-23T21:25:00.442+05:30,13.415,target_explorer_node,/rosout,nav2_state,WARN,3.97,11.87,,,,"Rejected frontier (3.97, 11.87): endpoint clearance 0.04 m is below required 0.10 m.",
23july3.bag,2026-07-23T21:25:00.442+05:30,13.416,target_explorer_node,/rosout,nav2_state,WARN,4.02,11.97,,,,"Rejected frontier (4.02, 11.97): endpoint clearance 0.08 m is below required 0.10 m.",
23july3.bag,2026-07-23T21:25:00.443+05:30,13.416,target_explorer_node,/rosout,nav2_state,WARN,4.17,12.12,,,,"Rejected frontier (4.17, 12.12): endpoint clearance 0.08 m is below required 0.10 m.",
23july3.bag,2026-07-23T21:25:00.445+05:30,13.418,target_explorer_node,/rosout,nav2_state,WARN,9.22,16.67,,,,"Rejected frontier (9.22, 16.67): endpoint clearance 0.08 m is below required 0.10 m.",
23july3.bag,2026-07-23T21:25:00.446+05:30,13.419,target_explorer_node,/rosout,nav2_state,WARN,9.42,17.57,,,,"Rejected frontier (9.42, 17.57): endpoint clearance 0.04 m is below required 0.10 m.",
23july3.bag,2026-07-23T21:25:00.452+05:30,13.425,planner_server,/rosout,planning_failure,WARN,,,,,,GridBased: failed to create plan with tolerance 0.50.,
23july3.bag,2026-07-23T21:25:00.452+05:30,13.425,planner_server,/rosout,planning_failure,WARN,0.0,27.0,,,,"Planning algorithm  failed to generate a valid path to (0.00, 27.00)",
23july3.bag,2026-07-23T21:25:00.452+05:30,13.425,planner_server,/rosout,aborted,WARN,,,,,,[compute_path_to_pose] [ActionServer] Aborting handle.,
23july3.bag,2026-07-23T21:25:00.455+05:30,13.428,planner_server,/rosout,planning_failure,WARN,,,,,,GridBased: failed to create plan with tolerance 0.50.,
23july3.bag,2026-07-23T21:25:00.455+05:30,13.428,planner_server,/rosout,planning_failure,WARN,8.82,18.12,,,,"Planning algorithm  failed to generate a valid path to (8.82, 18.12)",
23july3.bag,2026-07-23T21:25:00.455+05:30,13.428,planner_server,/rosout,aborted,WARN,,,,,,[compute_path_to_pose] [ActionServer] Aborting handle.,
23july3.bag,2026-07-23T21:25:00.457+05:30,13.43,/plan,/plan,path_update,RECORDED,8.372397548847534,17.47022809303749,,499,15.7997,Recorded path update on /plan,
23july3.bag,2026-07-23T21:25:00.489+05:30,13.463,planner_server,/rosout,planning_failure,WARN,,,,,,GridBased: failed to create plan with tolerance 0.50.,
23july3.bag,2026-07-23T21:25:00.490+05:30,13.463,planner_server,/rosout,planning_failure,WARN,9.07,18.07,,,,"Planning algorithm  failed to generate a valid path to (9.07, 18.07)",
23july3.bag,2026-07-23T21:25:00.490+05:30,13.463,planner_server,/rosout,aborted,WARN,,,,,,[compute_path_to_pose] [ActionServer] Aborting handle.,
23july3.bag,2026-07-23T21:25:00.492+05:30,13.465,/plan,/plan,path_update,RECORDED,8.172397545867302,17.070228087077027,,491,15.3169,Recorded path update on /plan,
23july3.bag,2026-07-23T21:25:00.511+05:30,13.484,planner_server,/rosout,planning_failure,WARN,,,,,,GridBased: failed to create plan with tolerance 0.50.,
23july3.bag,2026-07-23T21:25:00.511+05:30,13.484,planner_server,/rosout,planning_failure,WARN,9.22,17.52,,,,"Planning algorithm  failed to generate a valid path to (9.22, 17.52)",
23july3.bag,2026-07-23T21:25:00.511+05:30,13.484,planner_server,/rosout,aborted,WARN,,,,,,[compute_path_to_pose] [ActionServer] Aborting handle.,
23july3.bag,2026-07-23T21:25:00.513+05:30,13.486,planner_server,/rosout,planning_failure,WARN,,,,,,GridBased: failed to create plan with tolerance 0.50.,
23july3.bag,2026-07-23T21:25:00.513+05:30,13.486,planner_server,/rosout,planning_failure,WARN,9.12,17.17,,,,"Planning algorithm  failed to generate a valid path to (9.12, 17.17)",
23july3.bag,2026-07-23T21:25:00.513+05:30,13.487,planner_server,/rosout,aborted,WARN,,,,,,[compute_path_to_pose] [ActionServer] Aborting handle.,
23july3.bag,2026-07-23T21:25:00.517+05:30,13.49,/plan,/plan,path_update,RECORDED,8.272397547357418,16.670228081116562,,530,14.8069,Recorded path update on /plan,
23july3.bag,2026-07-23T21:25:00.539+05:30,13.512,/plan,/plan,path_update,RECORDED,8.422397549592592,15.920228069940691,,507,14.3503,Recorded path update on /plan,
23july3.bag,2026-07-23T21:25:00.558+05:30,13.531,/plan,/plan,path_update,RECORDED,8.022397536181547,15.42022805503953,,500,13.5719,Recorded path update on /plan,
